filename,width,height,class,xmin,ymin,xmax,ymax
burger_1_img_14_0.jpg,512,512,bun,291,228,365,303
burger_1_img_14_0.jpg,512,512,lettuce,202,211,275,289
burger_1_img_14_1.jpg,512,512,bun,119,196,223,272
burger_1_img_14_1.jpg,512,512,lettuce,245,179,349,258
burger_1_img_14_2.jpg,512,512,bun,180,219,252,292
burger_1_img_14_2.jpg,512,512,lettuce,266,202,337,278
burger_1_img_14_3.jpg,512,512,bun,158,203,239,283
burger_1_img_14_3.jpg,512,512,lettuce,254,187,335,270
burger_1_img_28_0.jpg,512,512,ketchup,100,181,204,280
burger_1_img_28_0.jpg,512,512,beef_patty,218,162,333,265
burger_1_img_28_1.jpg,512,512,ketchup,137,187,216,293
burger_1_img_28_1.jpg,512,512,beef_patty,230,161,317,271
burger_1_img_28_2.jpg,512,512,ketchup,291,220,409,328
burger_1_img_28_2.jpg,512,512,beef_patty,145,190,275,301
burger_1_img_28_3.jpg,512,512,ketchup,156,206,253,312
burger_1_img_28_3.jpg,512,512,beef_patty,266,176,373,287
burger_1_img_3_0.jpg,512,512,bun,281,205,369,288
burger_1_img_3_0.jpg,512,512,bun,156,205,245,289
burger_1_img_3_1.jpg,512,512,bun,115,168,209,271
burger_1_img_3_1.jpg,512,512,bun,248,167,343,271
burger_1_img_3_2.jpg,512,512,bun,118,214,204,293
burger_1_img_3_2.jpg,512,512,bun,236,207,323,286
burger_1_img_3_3.jpg,512,512,bun,287,197,374,287
burger_1_img_3_3.jpg,512,512,bun,164,190,253,281
burger_2_img_9_0.jpg,512,512,mustard,131,190,205,288
burger_2_img_9_0.jpg,512,512,tomatoes,227,193,310,287
burger_2_img_9_1.jpg,512,512,mustard,19,245,127,329
burger_2_img_9_1.jpg,512,512,tomatoes,161,247,281,326
burger_2_img_9_2.jpg,512,512,mustard,91,151,179,251
burger_2_img_9_2.jpg,512,512,tomatoes,201,148,298,243
burger_2_img_9_3.jpg,512,512,mustard,42,200,137,280
burger_2_img_9_3.jpg,512,512,tomatoes,168,202,274,279
burger_2_img_18_0.jpg,512,512,cheese,326,198,401,287
burger_2_img_18_0.jpg,512,512,tomatoes,244,195,313,280
burger_2_img_18_1.jpg,512,512,cheese,340,186,449,293
burger_2_img_18_1.jpg,512,512,tomatoes,218,180,318,282
burger_2_img_18_2.jpg,512,512,cheese,339,180,414,267
burger_2_img_18_2.jpg,512,512,tomatoes,255,175,324,259
burger_2_img_18_3.jpg,512,512,cheese,120,188,203,269
burger_2_img_18_3.jpg,512,512,tomatoes,220,183,297,261
burger_1_img_1_0.jpg,512,512,bun,256,166,366,254
burger_1_img_1_1.jpg,512,512,bun,270,166,355,260
burger_1_img_1_2.jpg,512,512,bun,253,239,328,332
burger_1_img_1_3.jpg,512,512,bun,125,166,229,259
burger_1_img_16_0.jpg,512,512,bun,304,209,396,307
burger_1_img_16_0.jpg,512,512,lettuce,179,178,286,289
burger_1_img_16_1.jpg,512,512,bun,147,218,223,303
burger_1_img_16_1.jpg,512,512,lettuce,236,190,324,285
burger_1_img_16_2.jpg,512,512,bun,146,192,235,286
burger_1_img_16_2.jpg,512,512,lettuce,247,161,350,266
burger_1_img_16_3.jpg,512,512,bun,286,196,365,284
burger_1_img_16_3.jpg,512,512,lettuce,179,169,271,267
burger_4_img_13_0.jpg,512,512,mustard,240,163,335,268
burger_4_img_13_0.jpg,512,512,ketchup,88,163,189,267
burger_4_img_13_1.jpg,512,512,mustard,252,233,359,325
burger_4_img_13_1.jpg,512,512,ketchup,74,245,188,337
burger_4_img_13_2.jpg,512,512,mustard,278,142,397,269
burger_4_img_13_2.jpg,512,512,ketchup,85,126,211,251
burger_4_img_13_3.jpg,512,512,mustard,188,174,283,277
burger_4_img_13_3.jpg,512,512,ketchup,335,173,435,275
burger_4_img_12_0.jpg,512,512,mustard,266,139,377,268
burger_4_img_12_0.jpg,512,512,ketchup,74,129,192,255
burger_4_img_12_1.jpg,512,512,mustard,280,221,395,325
burger_4_img_12_1.jpg,512,512,ketchup,91,238,212,340
burger_4_img_12_2.jpg,512,512,mustard,234,166,358,288
burger_4_img_12_2.jpg,512,512,ketchup,28,149,159,269
burger_4_img_12_3.jpg,512,512,mustard,185,241,283,361
burger_4_img_12_3.jpg,512,512,ketchup,342,246,445,364
burger_1_img_17_0.jpg,512,512,ketchup,329,183,413,293
burger_1_img_17_0.jpg,512,512,lettuce,222,163,315,273
burger_1_img_17_1.jpg,512,512,ketchup,144,229,217,306
burger_1_img_17_1.jpg,512,512,lettuce,231,210,312,287
burger_1_img_17_2.jpg,512,512,ketchup,276,215,365,312
burger_1_img_17_2.jpg,512,512,lettuce,161,233,259,329
burger_1_img_17_3.jpg,512,512,ketchup,247,214,330,316
burger_1_img_17_3.jpg,512,512,lettuce,142,189,233,291
burger_2_img_19_0.jpg,512,512,bun_top,203,156,291,272
burger_2_img_19_1.jpg,512,512,bun_top,193,158,297,257
burger_2_img_19_2.jpg,512,512,bun_top,216,183,295,282
burger_2_img_19_3.jpg,512,512,bun_top,209,169,305,295
burger_2_img_8_0.jpg,512,512,mustard,94,198,188,272
burger_2_img_8_0.jpg,512,512,tomatoes,204,189,302,275
burger_2_img_8_1.jpg,512,512,mustard,90,202,193,279
burger_2_img_8_1.jpg,512,512,tomatoes,211,195,319,284
burger_2_img_8_2.jpg,512,512,mustard,336,200,432,299
burger_2_img_8_2.jpg,512,512,tomatoes,218,184,318,298
burger_2_img_8_3.jpg,512,512,mustard,322,153,420,245
burger_2_img_8_3.jpg,512,512,tomatoes,203,140,305,246
burger_1_img_4_0.jpg,512,512,bun,269,190,358,277
burger_1_img_4_0.jpg,512,512,bun,136,176,229,265
burger_1_img_4_1.jpg,512,512,bun,286,170,376,275
burger_1_img_4_1.jpg,512,512,bun,155,157,249,266
burger_1_img_4_2.jpg,512,512,bun,127,202,221,288
burger_1_img_4_2.jpg,512,512,bun,259,195,357,284
burger_1_img_4_3.jpg,512,512,bun,318,228,414,321
burger_1_img_4_3.jpg,512,512,bun,174,213,274,309
burger_1_img_13_0.jpg,512,512,bun,304,195,390,276
burger_1_img_13_0.jpg,512,512,lettuce,199,184,286,275
burger_1_img_13_1.jpg,512,512,bun,285,223,364,315
burger_1_img_13_1.jpg,512,512,lettuce,187,209,267,312
burger_1_img_13_2.jpg,512,512,bun,133,196,239,308
burger_1_img_13_2.jpg,512,512,lettuce,257,175,364,301
burger_1_img_13_3.jpg,512,512,bun,185,222,264,303
burger_1_img_13_3.jpg,512,512,lettuce,279,212,359,302
burger_4_img_16_0.jpg,512,512,lettuce,266,246,358,339
burger_4_img_16_0.jpg,512,512,ketchup,118,250,214,342
burger_4_img_16_1.jpg,512,512,lettuce,230,175,356,295
burger_4_img_16_1.jpg,512,512,ketchup,28,176,161,294
burger_4_img_16_2.jpg,512,512,lettuce,256,167,365,270
burger_4_img_16_2.jpg,512,512,ketchup,77,154,192,256
burger_4_img_16_3.jpg,512,512,lettuce,142,191,262,282
burger_4_img_16_3.jpg,512,512,ketchup,331,177,457,267
burger_4_img_17_0.jpg,512,512,lettuce,175,233,269,342
burger_4_img_17_0.jpg,512,512,ketchup,320,232,416,337
burger_4_img_17_1.jpg,512,512,lettuce,142,144,246,282
burger_4_img_17_1.jpg,512,512,ketchup,301,144,406,276
burger_4_img_17_2.jpg,512,512,lettuce,260,251,383,358
burger_4_img_17_2.jpg,512,512,ketchup,70,260,195,362
burger_4_img_17_3.jpg,512,512,lettuce,282,149,375,278
burger_4_img_17_3.jpg,512,512,ketchup,133,152,228,276
burger_1_img_12_0.jpg,512,512,bun,131,204,227,289
burger_1_img_12_0.jpg,512,512,lettuce,243,210,341,310
burger_1_img_12_1.jpg,512,512,bun,161,220,252,304
burger_1_img_12_1.jpg,512,512,lettuce,273,205,364,304
burger_1_img_12_2.jpg,512,512,bun,138,199,215,296
burger_1_img_12_2.jpg,512,512,lettuce,231,180,309,293
burger_1_img_12_3.jpg,512,512,bun,120,191,207,288
burger_1_img_12_3.jpg,512,512,lettuce,226,174,314,287
burger_1_img_5_0.jpg,512,512,bun,153,190,250,281
burger_1_img_5_0.jpg,512,512,mayonaise,294,173,391,270
burger_1_img_5_1.jpg,512,512,bun,285,190,372,278
burger_1_img_5_1.jpg,512,512,mayonaise,160,172,246,265
burger_1_img_5_2.jpg,512,512,bun,145,203,233,294
burger_1_img_5_2.jpg,512,512,mayonaise,268,191,356,288
burger_1_img_5_3.jpg,512,512,bun,86,186,187,297
burger_1_img_5_3.jpg,512,512,mayonaise,230,168,331,286
burger_2_img_20_0.jpg,512,512,bun_top,207,176,312,261
burger_2_img_20_1.jpg,512,512,bun_top,215,176,311,283
burger_2_img_20_2.jpg,512,512,bun_top,202,195,320,287
burger_2_img_20_3.jpg,512,512,bun_top,237,198,324,281
burger_1_img_7_0.jpg,512,512,bun,132,193,226,307
burger_1_img_7_0.jpg,512,512,mayonaise,255,179,348,297
burger_1_img_7_1.jpg,512,512,bun,277,218,365,312
burger_1_img_7_1.jpg,512,512,mayonaise,161,198,247,295
burger_1_img_7_2.jpg,512,512,bun,282,203,364,303
burger_1_img_7_2.jpg,512,512,mayonaise,172,182,253,286
burger_1_img_7_3.jpg,512,512,bun,299,204,391,309
burger_1_img_7_3.jpg,512,512,mayonaise,181,179,271,287
burger_1_img_10_0.jpg,512,512,bun,272,194,353,276
burger_1_img_10_0.jpg,512,512,tomatoes,173,179,254,261
burger_1_img_10_1.jpg,512,512,bun,163,201,242,281
burger_1_img_10_1.jpg,512,512,tomatoes,259,189,337,268
burger_1_img_10_2.jpg,512,512,bun,272,221,361,309
burger_1_img_10_2.jpg,512,512,tomatoes,162,207,252,293
burger_1_img_10_3.jpg,512,512,bun,312,207,385,292
burger_1_img_10_3.jpg,512,512,tomatoes,224,191,297,276
burger_1_img_38_0.jpg,512,512,mustard,320,217,403,317
burger_1_img_38_0.jpg,512,512,cheese,217,184,322,295
burger_1_img_38_1.jpg,512,512,mustard,312,223,423,309
burger_1_img_38_1.jpg,512,512,cheese,167,232,310,328
burger_1_img_38_2.jpg,512,512,mustard,274,211,376,299
burger_1_img_38_2.jpg,512,512,cheese,140,185,270,282
burger_1_img_38_3.jpg,512,512,mustard,124,220,230,317
burger_1_img_38_3.jpg,512,512,cheese,230,188,366,295
burger_4_img_8_0.jpg,512,512,mayonaise,176,171,271,293
burger_4_img_8_0.jpg,512,512,ketchup,328,158,428,277
burger_4_img_8_1.jpg,512,512,mayonaise,138,136,231,264
burger_4_img_8_1.jpg,512,512,ketchup,288,130,386,256
burger_4_img_8_2.jpg,512,512,mayonaise,226,195,331,285
burger_4_img_8_2.jpg,512,512,ketchup,50,194,161,283
burger_4_img_8_3.jpg,512,512,mayonaise,110,169,235,276
burger_4_img_8_3.jpg,512,512,ketchup,312,152,444,258
burger_4_img_15_0.jpg,512,512,mustard,295,171,417,281
burger_4_img_15_0.jpg,512,512,ketchup,96,171,226,280
burger_4_img_15_1.jpg,512,512,mustard,152,161,258,272
burger_4_img_15_1.jpg,512,512,ketchup,318,147,430,256
burger_4_img_15_2.jpg,512,512,mustard,281,146,399,269
burger_4_img_15_2.jpg,512,512,ketchup,91,128,216,248
burger_4_img_15_3.jpg,512,512,mustard,225,131,323,257
burger_4_img_15_3.jpg,512,512,ketchup,62,122,166,246
burger_4_img_29_0.jpg,512,512,bun_top,99,118,210,261
burger_4_img_29_1.jpg,512,512,bun_top,114,245,239,361
burger_4_img_29_2.jpg,512,512,bun_top,283,117,420,253
burger_4_img_29_3.jpg,512,512,bun_top,104,143,230,240
burger_4_img_28_0.jpg,512,512,lettuce,223,127,323,259
burger_4_img_28_0.jpg,512,512,beef_patty,71,134,173,260
burger_4_img_28_1.jpg,512,512,lettuce,233,167,369,299
burger_4_img_28_1.jpg,512,512,beef_patty,27,177,165,304
burger_4_img_28_2.jpg,512,512,lettuce,216,166,332,262
burger_4_img_28_2.jpg,512,512,beef_patty,34,163,152,256
burger_4_img_28_3.jpg,512,512,lettuce,173,135,300,263
burger_4_img_28_3.jpg,512,512,beef_patty,372,135,501,258
burger_4_img_14_0.jpg,512,512,mustard,143,170,250,290
burger_4_img_14_0.jpg,512,512,ketchup,310,155,424,273
burger_4_img_14_1.jpg,512,512,mustard,231,185,329,281
burger_4_img_14_1.jpg,512,512,ketchup,73,171,176,266
burger_4_img_14_2.jpg,512,512,mustard,147,162,262,272
burger_4_img_14_2.jpg,512,512,ketchup,328,161,449,269
burger_4_img_14_3.jpg,512,512,mustard,105,176,237,289
burger_4_img_14_3.jpg,512,512,ketchup,312,159,452,270
burger_4_img_9_0.jpg,512,512,mayonaise,146,224,260,359
burger_4_img_9_0.jpg,512,512,ketchup,331,233,452,366
burger_4_img_9_1.jpg,512,512,mayonaise,142,226,239,346
burger_4_img_9_1.jpg,512,512,ketchup,294,245,396,363
burger_4_img_9_2.jpg,512,512,mayonaise,164,150,255,268
burger_4_img_9_2.jpg,512,512,ketchup,309,136,405,252
burger_4_img_9_3.jpg,512,512,mayonaise,237,163,353,270
burger_4_img_9_3.jpg,512,512,ketchup,46,145,169,251
burger_1_img_39_0.jpg,512,512,mustard,294,220,382,306
burger_1_img_39_0.jpg,512,512,cheese,191,194,288,299
burger_1_img_39_1.jpg,512,512,mustard,283,208,378,315
burger_1_img_39_1.jpg,512,512,cheese,172,177,276,307
burger_1_img_39_2.jpg,512,512,mustard,99,200,198,293
burger_1_img_39_2.jpg,512,512,cheese,208,177,316,290
burger_1_img_39_3.jpg,512,512,mustard,164,216,253,301
burger_1_img_39_3.jpg,512,512,cheese,264,193,362,298
burger_1_img_11_0.jpg,512,512,bun,301,201,410,303
burger_1_img_11_0.jpg,512,512,lettuce,172,180,279,285
burger_1_img_11_1.jpg,512,512,bun,331,175,422,267
burger_1_img_11_1.jpg,512,512,lettuce,221,157,311,253
burger_1_img_11_2.jpg,512,512,bun,302,204,384,280
burger_1_img_11_2.jpg,512,512,lettuce,205,197,286,275
burger_1_img_11_3.jpg,512,512,bun,127,201,212,281
burger_1_img_11_3.jpg,512,512,lettuce,231,185,314,268
burger_1_img_6_0.jpg,512,512,bun,166,211,254,310
burger_1_img_6_0.jpg,512,512,mayonaise,288,187,377,288
burger_1_img_6_1.jpg,512,512,bun,269,225,382,313
burger_1_img_6_1.jpg,512,512,mayonaise,105,236,219,325
burger_1_img_6_2.jpg,512,512,bun,143,207,228,301
burger_1_img_6_2.jpg,512,512,mayonaise,262,194,348,289
burger_1_img_6_3.jpg,512,512,bun,147,231,230,305
burger_1_img_6_3.jpg,512,512,mayonaise,267,241,351,317
burger_3_img_14_0.jpg,512,512,mayonaise,63,179,187,302
burger_3_img_14_0.jpg,512,512,ketchup,244,176,377,296
burger_3_img_14_1.jpg,512,512,mayonaise,314,184,417,311
burger_3_img_14_1.jpg,512,512,ketchup,158,165,267,291
burger_3_img_14_2.jpg,512,512,mayonaise,133,191,225,298
burger_3_img_14_2.jpg,512,512,ketchup,267,175,365,280
burger_3_img_14_3.jpg,512,512,mayonaise,253,181,347,274
burger_3_img_14_3.jpg,512,512,ketchup,107,172,206,264
burger_3_img_15_0.jpg,512,512,mayonaise,277,183,398,312
burger_3_img_15_0.jpg,512,512,mustard,93,162,222,288
burger_3_img_15_1.jpg,512,512,mayonaise,96,177,232,305
burger_3_img_15_1.jpg,512,512,mustard,295,155,439,281
burger_3_img_15_2.jpg,512,512,mayonaise,166,190,257,285
burger_3_img_15_2.jpg,512,512,mustard,298,175,395,268
burger_3_img_15_3.jpg,512,512,mayonaise,264,179,376,316
burger_3_img_15_3.jpg,512,512,mustard,91,169,210,303
burger_3_img_17_0.jpg,512,512,mayonaise,255,158,358,282
burger_3_img_17_0.jpg,512,512,mustard,102,144,210,271
burger_3_img_17_1.jpg,512,512,mayonaise,103,146,212,279
burger_3_img_17_1.jpg,512,512,mustard,258,130,373,266
burger_3_img_17_2.jpg,512,512,mayonaise,103,212,211,332
burger_3_img_17_2.jpg,512,512,mustard,260,222,373,345
burger_3_img_17_3.jpg,512,512,mayonaise,97,170,215,273
burger_3_img_17_3.jpg,512,512,mustard,266,153,390,259
burger_3_img_9_0.jpg,512,512,mayonaise,97,225,212,351
burger_3_img_9_0.jpg,512,512,bun,308,220,426,352
burger_3_img_9_1.jpg,512,512,mayonaise,132,180,237,291
burger_3_img_9_1.jpg,512,512,bun,319,185,427,301
burger_3_img_9_2.jpg,512,512,mayonaise,117,174,250,277
burger_3_img_9_2.jpg,512,512,bun,363,175,500,283
burger_3_img_9_3.jpg,512,512,mayonaise,132,240,251,354
burger_3_img_9_3.jpg,512,512,bun,353,234,476,354
burger_3_img_8_0.jpg,512,512,mayonaise,293,183,413,296
burger_3_img_8_0.jpg,512,512,bun,73,189,197,308
burger_3_img_8_1.jpg,512,512,mayonaise,260,197,358,300
burger_3_img_8_1.jpg,512,512,bun,80,185,181,294
burger_3_img_8_2.jpg,512,512,mayonaise,299,190,421,290
burger_3_img_8_2.jpg,512,512,bun,70,180,196,285
burger_3_img_8_3.jpg,512,512,mayonaise,323,191,441,288
burger_3_img_8_3.jpg,512,512,bun,102,177,225,279
burger_3_img_16_0.jpg,512,512,mayonaise,262,175,365,287
burger_3_img_16_0.jpg,512,512,mustard,105,157,215,268
burger_3_img_16_1.jpg,512,512,mayonaise,163,221,251,342
burger_3_img_16_1.jpg,512,512,mustard,292,232,385,351
burger_3_img_16_2.jpg,512,512,mayonaise,282,166,401,288
burger_3_img_16_2.jpg,512,512,mustard,101,147,227,267
burger_3_img_16_3.jpg,512,512,mayonaise,138,164,225,266
burger_3_img_16_3.jpg,512,512,mustard,267,157,359,256
burger_3_img_12_0.jpg,512,512,mayonaise,292,173,389,287
burger_3_img_12_0.jpg,512,512,ketchup,123,155,224,273
burger_3_img_12_1.jpg,512,512,mayonaise,168,176,259,283
burger_3_img_12_1.jpg,512,512,ketchup,321,169,415,279
burger_3_img_12_2.jpg,512,512,mayonaise,239,174,361,300
burger_3_img_12_2.jpg,512,512,ketchup,27,153,154,283
burger_3_img_12_3.jpg,512,512,mayonaise,164,180,273,291
burger_3_img_12_3.jpg,512,512,ketchup,351,164,464,278
burger_3_img_13_0.jpg,512,512,mayonaise,295,188,403,300
burger_3_img_13_0.jpg,512,512,ketchup,118,173,232,283
burger_3_img_13_1.jpg,512,512,mayonaise,113,171,228,297
burger_3_img_13_1.jpg,512,512,ketchup,293,155,416,279
burger_3_img_13_2.jpg,512,512,mayonaise,154,154,251,281
burger_3_img_13_2.jpg,512,512,ketchup,306,133,408,257
burger_3_img_13_3.jpg,512,512,mayonaise,283,166,384,283
burger_3_img_13_3.jpg,512,512,ketchup,121,157,229,271
burger_3_img_11_0.jpg,512,512,mayonaise,86,197,207,299
burger_3_img_11_0.jpg,512,512,ketchup,280,174,408,275
burger_3_img_11_1.jpg,512,512,mayonaise,274,194,394,296
burger_3_img_11_1.jpg,512,512,ketchup,70,185,196,286
burger_3_img_11_2.jpg,512,512,mayonaise,311,154,412,267
burger_3_img_11_2.jpg,512,512,ketchup,142,146,248,257
burger_3_img_11_3.jpg,512,512,mayonaise,68,178,183,279
burger_3_img_11_3.jpg,512,512,ketchup,261,166,382,264
burger_3_img_10_0.jpg,512,512,mayonaise,289,160,392,277
burger_3_img_10_0.jpg,512,512,ketchup,95,156,201,280
burger_3_img_10_1.jpg,512,512,mayonaise,318,223,440,338
burger_3_img_10_1.jpg,512,512,ketchup,87,228,214,349
burger_3_img_10_2.jpg,512,512,mayonaise,113,165,227,283
burger_3_img_10_2.jpg,512,512,ketchup,318,150,436,275
burger_3_img_10_3.jpg,512,512,mayonaise,118,217,228,353
burger_3_img_10_3.jpg,512,512,ketchup,315,209,428,352
burger_3_img_3_0.jpg,512,512,bun,236,148,341,275
burger_3_img_3_0.jpg,512,512,bun,97,147,201,277
burger_3_img_3_1.jpg,512,512,bun,199,136,320,277
burger_3_img_3_1.jpg,512,512,bun,43,145,162,289
burger_3_img_3_2.jpg,512,512,bun,190,176,318,296
burger_3_img_3_2.jpg,512,512,bun,21,173,147,296
burger_3_img_3_3.jpg,512,512,bun,224,170,346,291
burger_3_img_3_3.jpg,512,512,bun,66,165,186,288
burger_3_img_21_0.jpg,512,512,mayonaise,103,171,236,284
burger_3_img_21_0.jpg,512,512,tomatoes,291,156,424,279
burger_3_img_21_1.jpg,512,512,mayonaise,131,163,256,277
burger_3_img_21_1.jpg,512,512,tomatoes,305,151,429,275
burger_3_img_21_2.jpg,512,512,mayonaise,102,179,214,287
burger_3_img_21_2.jpg,512,512,tomatoes,255,160,366,277
burger_3_img_21_3.jpg,512,512,mayonaise,115,172,221,298
burger_3_img_21_3.jpg,512,512,tomatoes,255,147,361,286
burger_3_img_20_0.jpg,512,512,mayonaise,259,197,359,294
burger_3_img_20_0.jpg,512,512,tomatoes,121,188,221,294
burger_3_img_20_1.jpg,512,512,mayonaise,98,187,199,285
burger_3_img_20_1.jpg,512,512,tomatoes,240,174,340,281
burger_3_img_20_2.jpg,512,512,mayonaise,78,224,203,337
burger_3_img_20_2.jpg,512,512,tomatoes,255,231,379,354
burger_3_img_20_3.jpg,512,512,mayonaise,111,186,232,288
burger_3_img_20_3.jpg,512,512,tomatoes,280,174,401,286
burger_3_img_2_0.jpg,512,512,bun,146,151,256,283
burger_3_img_2_0.jpg,512,512,bun,295,152,407,287
burger_3_img_2_1.jpg,512,512,bun,229,156,343,274
burger_3_img_2_1.jpg,512,512,bun,75,153,190,275
burger_3_img_2_2.jpg,512,512,bun,237,147,329,268
burger_3_img_2_2.jpg,512,512,bun,110,148,203,274
burger_3_img_2_3.jpg,512,512,bun,246,165,346,260
burger_3_img_2_3.jpg,512,512,bun,106,167,208,265
burger_1_img_40_0.jpg,512,512,bun_top,163,172,245,281
burger_1_img_40_1.jpg,512,512,bun_top,141,208,244,312
burger_1_img_40_2.jpg,512,512,bun_top,264,158,387,273
burger_1_img_40_3.jpg,512,512,bun_top,155,182,261,301
burger_3_img_22_0.jpg,512,512,mayonaise,287,194,390,294
burger_3_img_22_0.jpg,512,512,beef_patty,144,179,246,288
burger_3_img_22_1.jpg,512,512,mayonaise,190,181,289,279
burger_3_img_22_1.jpg,512,512,beef_patty,326,171,424,278
burger_3_img_22_2.jpg,512,512,mayonaise,281,176,384,284
burger_3_img_22_2.jpg,512,512,beef_patty,137,161,239,279
burger_3_img_22_3.jpg,512,512,mayonaise,119,165,222,273
burger_3_img_22_3.jpg,512,512,beef_patty,264,150,367,267
burger_3_img_1_0.jpg,512,512,bun,239,160,366,273
burger_3_img_1_0.jpg,512,512,bun,63,151,191,264
burger_3_img_1_1.jpg,512,512,bun,226,163,320,280
burger_3_img_1_1.jpg,512,512,bun,90,162,185,279
burger_3_img_1_2.jpg,512,512,bun,195,218,324,340
burger_3_img_1_2.jpg,512,512,bun,14,223,143,346
burger_3_img_1_3.jpg,512,512,bun,202,188,325,294
burger_3_img_1_3.jpg,512,512,bun,28,185,151,291
burger_1_img_41_0.jpg,512,512,bun_top,195,181,290,270
burger_1_img_41_1.jpg,512,512,bun_top,191,180,327,291
burger_1_img_41_2.jpg,512,512,bun_top,218,177,348,281
burger_1_img_41_3.jpg,512,512,bun_top,208,178,319,276
burger_3_img_5_0.jpg,512,512,mayonaise,199,169,313,294
burger_3_img_5_0.jpg,512,512,bun,356,166,474,297
burger_3_img_5_1.jpg,512,512,mayonaise,264,195,367,297
burger_3_img_5_1.jpg,512,512,bun,116,196,223,302
burger_3_img_5_2.jpg,512,512,mayonaise,182,169,311,283
burger_3_img_5_2.jpg,512,512,bun,360,174,494,292
burger_3_img_5_3.jpg,512,512,mayonaise,141,194,261,296
burger_3_img_5_3.jpg,512,512,bun,309,194,434,300
burger_3_img_4_0.jpg,512,512,bun,235,168,346,271
burger_3_img_4_0.jpg,512,512,bun,74,169,191,277
burger_3_img_4_1.jpg,512,512,bun,161,141,278,282
burger_3_img_4_1.jpg,512,512,bun,315,150,436,298
burger_3_img_4_2.jpg,512,512,bun,186,192,317,289
burger_3_img_4_2.jpg,512,512,bun,2,185,139,287
burger_3_img_4_3.jpg,512,512,bun,133,151,260,270
burger_3_img_4_3.jpg,512,512,bun,302,160,434,286
burger_3_img_24_0.jpg,512,512,bun_top,260,237,376,356
burger_3_img_24_1.jpg,512,512,bun_top,94,221,205,373
burger_3_img_24_2.jpg,512,512,bun_top,299,166,427,289
burger_3_img_24_3.jpg,512,512,bun_top,32,147,188,255
burger_3_img_18_0.jpg,512,512,mayonaise,118,233,223,362
burger_3_img_18_0.jpg,512,512,lettuce,269,234,378,373
burger_3_img_18_1.jpg,512,512,mayonaise,315,175,433,303
burger_3_img_18_1.jpg,512,512,lettuce,140,151,264,289
burger_3_img_18_2.jpg,512,512,mayonaise,130,235,255,359
burger_3_img_18_2.jpg,512,512,lettuce,309,236,440,369
burger_3_img_18_3.jpg,512,512,mayonaise,127,234,231,336
burger_3_img_18_3.jpg,512,512,lettuce,281,240,389,349
burger_3_img_6_0.jpg,512,512,mayonaise,225,215,338,327
burger_3_img_6_0.jpg,512,512,bun,63,221,172,341
burger_3_img_6_1.jpg,512,512,mayonaise,154,188,251,287
burger_3_img_6_1.jpg,512,512,bun,293,167,386,275
burger_3_img_6_2.jpg,512,512,mayonaise,137,167,232,282
burger_3_img_6_2.jpg,512,512,bun,274,145,366,270
burger_3_img_6_3.jpg,512,512,mayonaise,137,206,252,292
burger_3_img_6_3.jpg,512,512,bun,309,196,420,289
